class,FID,KID_mean,KID_std,MMD_RBF,Sliced_Wasserstein,KL_Gauss
rifle,175.37802071235973,0.09384256601333618,0.01443322606731874,0.16117972135543823,0.33746911420818837,26038484.838963643
river,239.27694632101048,0.1261309289932251,0.01080235206510149,0.1366657018661499,0.38089883267935265,29074676.896997027
roller_coaster,217.68839355956527,0.10473305463790894,0.006852731843833602,0.12005013227462769,0.4279294390292206,25543262.40037973
rollerskates,194.80007822904082,0.10875386238098145,0.009591942985755617,0.15488821268081665,0.2867570896258356,31991106.488207415
sailboat,262.52815602242606,0.21309250116348266,0.01406554103912638,0.3183478116989136,0.2891954977920497,43061921.71326504
sandwich,271.8992951441402,0.17869676351547242,0.00980208258336262,0.22267770767211914,0.315291014552032,40742066.3481327
saw,221.48521488786844,0.05971579790115356,0.009146734930165401,0.05273246765136719,0.20454735645757263,64707495.11650128
saxophone,153.11193051607484,0.10503682136535644,0.015252711758515275,0.16390764713287354,0.22665766483024133,25029816.457835175
school_bus,202.01119143133468,0.17914628744125366,0.017015238852514044,0.281638503074646,0.24582132739946466,30066086.377663646
scissors,118.04673431402895,0.033764524459838866,0.005149788308078396,0.04543977975845337,0.28227790157758004,16906941.658440247
scorpion,183.33151021514757,0.13368128538131713,0.015637450336884483,0.2966339886188507,0.254670062706701,31501040.20748213
screwdriver,132.9310412593887,0.05410757541656494,0.008594344046179448,0.0746849775314331,0.22851060355873534,26165646.847853962
sea_turtle,253.15907030813918,0.21157843589782716,0.014060360645140046,0.3469366133213043,0.29481492088751965,37195610.665761106
see_saw,180.21816507580652,0.07476272821426391,0.00884509379986598,0.08325314521789551,0.12776744098367843,43299867.14654282
shark,241.6675485283868,0.19496722221374513,0.015057643532949501,0.3291337490081787,0.2067092289699206,70167575.89311175
sheep,310.3658054632227,0.2562613034248352,0.014590548737019296,0.3236325681209564,0.4241703193903241,28379705.19329723
shoe,198.96458680632287,0.11112459659576417,0.014907799273110617,0.13322502374649048,0.3667758954977715,25442562.126316488
shorts,182.2615165920213,0.07356330394744873,0.008928233535100805,0.09221720695495605,0.29968153618664317,35206579.389167555
shovel,151.75414899939432,0.06960922241210937,0.01354152704223288,0.07470154762268066,0.2589376567933465,25900922.55464373
sink,192.11181760203453,0.07850040674209595,0.010581112219826527,0.08601981401443481,0.2269660355814289,50299462.8892386
skateboard,169.27218717681092,0.058469114303588865,0.008534659678389697,0.06641852855682373,0.2854287912998447,22482180.715154722
skull,175.25329932063545,0.07210525274276733,0.008753172543191452,0.08672165870666504,0.24462307988995588,31258896.22202001
skyscraper,183.96853439797366,0.08618921279907227,0.012895483486391357,0.08917313814163208,0.19657997593916465,45135680.07674869
sleeping_bag,232.86714553381796,0.12975618362426758,0.018357400882824473,0.16599321365356445,0.3276043351390016,42181436.02471671
smiley_face,97.9943584489423,0.007180056571960449,0.0025851294802793716,0.0026976466178894043,0.23052885183563285,21093244.33946658
snail,343.9559117072601,0.3312297081947327,0.01700993185779085,0.40358737111091614,0.3592667924126755,55918524.17777665
snake,221.85679868768904,0.14332090854644775,0.01118348710999375,0.20204675197601318,0.2938657602003298,35363186.35053096
snorkel,240.4518121188973,0.1646569538116455,0.01401769124392928,0.18868499994277954,0.3097389887532094,25948168.998172875
snowflake,295.72593325693134,0.11154172897338867,0.008807316856427981,0.1042068600654602,0.31738966436423244,90349951.81295376
snowman,280.52291648416724,0.14169288396835328,0.008755807324041616,0.13099104166030884,0.20506449600268653,77172549.62890938
soccer_ball,120.17865353040028,0.0701032280921936,0.016309340539853365,0.09371501207351685,0.2707707164799929,14801778.044051874
sock,157.21627715676055,0.0625261640548706,0.007205305620857818,0.08121633529663086,0.3096572546499678,22520502.403050844
speedboat,195.94875043838758,0.11520731687545777,0.012093255267138815,0.1753230094909668,0.257164421823421,31216687.492990226
spider,165.693844305234,0.061450014114379885,0.008953709145454371,0.10458016395568848,0.31236238476519484,25775037.097410668
spoon,91.16406108558976,0.020048761367797853,0.004297342555114639,0.030966877937316895,0.22826356836772813,15630639.580409218
spreadsheet,146.2964644941844,0.06330420970916747,0.010576898061228843,0.09175682067871094,0.3048298903708444,16785981.809412383
square,156.4330779397013,0.012723135948181152,0.004118069720768225,0.009656548500061035,0.18285532838336127,46123491.47079535
squiggle,206.18001059309574,0.02715261936187744,0.004833167537995651,0.021133124828338623,0.26046814202978424,66075109.000495836
squirrel,253.81731239411715,0.1900104022026062,0.014273603311729836,0.31638434529304504,0.29738197583305614,38694789.23751279
stairs,182.07282677870634,0.07853836536407471,0.009219552414085022,0.08627843856811523,0.12352523232478126,46199261.516434655
star,381.810077343643,0.1929052996635437,0.011828196936759908,0.17890101671218872,0.27392009950269763,118762621.38572313
steak,271.21041179007045,0.14333019733428956,0.010525587943433024,0.14753419160842896,0.4052911614652207,33385361.541116547
stereo,152.86243811841558,0.037002153396606445,0.006508896336090591,0.04401212930679321,0.1438852738649764,50886478.499859154
stethoscope,94.72180591307482,0.036651823520660404,0.007768200945071828,0.044218599796295166,0.16595578542375847,16242243.703374473
stitches,269.48711159831225,0.10311089277267456,0.01231084316478844,0.0997578501701355,0.135047026787376,56172536.24032981
stop_sign,209.67229052054543,0.09940601110458375,0.00938177331402466,0.12845379114151,0.14622001546876673,58395641.41069287
stove,177.22662692240647,0.0827640700340271,0.011084904562179879,0.09235823154449463,0.30348727152238514,26076508.572292827
strawberry,200.82931652423923,0.1277902102470398,0.01527394481443012,0.1698511242866516,0.1964728479042003,36784621.979359925
streetlight,162.1577283865383,0.06053509950637817,0.007185365495307571,0.06414872407913208,0.18378125594202163,27259528.54533817
string_bean,280.038324327644,0.1615143299102783,0.01628117106894588,0.1513822078704834,0.36852559113508776,39569336.384940125
submarine,281.0560447211089,0.20894874334335328,0.021813567013577232,0.24404805898666382,0.28312016023564773,39152873.65609483
suitcase,144.56605083291987,0.039915761947631835,0.005819475078355244,0.04092186689376831,0.12614581678352926,32933718.185346782
sun,278.48027438803007,0.1354042911529541,0.00983320787635489,0.14468681812286377,0.21087261277799277,67648618.28021243
swan,244.90719704221777,0.18173087358474732,0.01376470097633796,0.2642492651939392,0.2063641939311946,60108820.00520283
sweater,185.25213340090886,0.08868356704711915,0.009480702232542937,0.10886818170547485,0.2860003054631864,27822155.820188753
swing_set,193.7301103289291,0.09293415784835815,0.01073405717440235,0.09882384538650513,0.3563062237771512,26452690.898739785
sword,138.87878952442554,0.02752877473831177,0.005250555457163717,0.027395665645599365,0.3807748934044963,16515646.163030898
syringe,120.03595272822682,0.05552733659744263,0.011315574736788986,0.09278261661529541,0.31830131481548585,14170294.52536813
t-shirt,170.0292565340435,0.0910058069229126,0.015293212428725483,0.12948298454284668,0.2965593975331755,29725025.088645402
table,123.30013067506138,0.030143942832946777,0.005433427907522671,0.03241807222366333,0.22857942740282963,22702396.8029889
teapot,125.58481029169768,0.06466241121292114,0.012434691587303776,0.11275994777679443,0.24232447465335244,17643965.866136733
teddy-bear,268.3141757390649,0.23750418901443482,0.01940263034749558,0.2752951979637146,0.3706736852438963,27174286.355038058
telephone,185.13862244471088,0.08717954635620118,0.011895987981682727,0.10492557287216187,0.3307027282056169,30388212.59688767
television,163.76555083132604,0.05279677152633667,0.008401878228539742,0.05584859848022461,0.2862147231518716,26975866.0301271
tennis_racquet,115.2887584929321,0.07123225212097167,0.017551839561190132,0.08397966623306274,0.23665472731420648,18186998.98033968
tent,213.226157737159,0.13233354091644287,0.016498346534466444,0.17248529195785522,0.354762761941779,27491195.911714967
tiger,226.91161998753827,0.1988833713531494,0.014050775045486146,0.4220370650291443,0.267370166532462,31997743.782910127
toaster,180.27753436371202,0.1083550500869751,0.01529831943861933,0.1183401346206665,0.3006006306260885,25101011.021223873
toe,266.8713757368919,0.10896320581436157,0.01024867142297844,0.11202657222747803,0.42546833868206074,40130240.56866889
toilet,228.57600341851213,0.17735231161117554,0.02021481459565956,0.19768309593200684,0.3393137138105264,25583956.983116847
tooth,322.8625366219004,0.1563555693626404,0.010426879433511208,0.14148783683776855,0.35612666615748073,64442855.67306534
toothbrush,165.59821299157488,0.04502160549163818,0.00503680772857523,0.050542473793029785,0.361128599268676,22059858.578508835
toothpaste,227.19201293332424,0.08852977991104126,0.008729798627455149,0.0940752625465393,0.41226171806258044,31860423.81188845
tornado,300.4512476287703,0.1983686900138855,0.010216674350950238,0.2265855073928833,0.33782114465301877,50548577.22204969
tractor,183.71149425949207,0.11673821449279785,0.01439318699749166,0.1831127405166626,0.2972980060009995,25739845.441664748
traffic_light,189.1329349124232,0.14712028503417968,0.039072923581996516,0.10879349708557129,0.2496290105205691,30358941.92858169
train,226.02147625004795,0.1365543460845947,0.015816948713571217,0.18711206316947937,0.38415859946963093,27999124.753929235
tree,287.79045622486854,0.14158544301986695,0.011549515512069767,0.13205218315124512,0.41936040821842563,38409588.696503036
triangle,128.84511421392807,0.012223768234252929,0.004135582104032058,0.008872747421264648,0.26062317033033916,25453219.16810041
trombone,115.38925240429208,0.057812342643737795,0.011918074414873683,0.08233892917633057,0.20703395354162102,20449902.08817432
truck,152.7064917454097,0.06889825105667115,0.010127229089922056,0.10458922386169434,0.34594137630411875,19205101.325175907
trumpet,162.65001776333114,0.09559605360031127,0.013550562282430293,0.16449660062789917,0.25954447853403284,29162101.167501353
umbrella,134.67447884833066,0.049038867950439456,0.009268870360021568,0.05728405714035034,0.25955905492446385,22743301.687059656
underwear,187.82807570969976,0.07484271049499512,0.010813813950122535,0.07685911655426025,0.1478331261712757,47392883.436508544
van,147.6520342564903,0.07895753622055053,0.009987582007890893,0.1372675895690918,0.21970979398676652,28271639.14060373
vase,150.55844418925125,0.03465351343154907,0.005881682548938337,0.03725177049636841,0.36149109757192943,19379752.85107524
violin,124.93777789588293,0.09592442274093628,0.016392958071928646,0.1305440068244934,0.22403406371832577,15745646.771479568
washing_machine,188.5745943362875,0.12802017688751222,0.015267517618165331,0.18368512392044067,0.22751198758283256,32587804.206680767
watermelon,219.93589652982863,0.10097470760345459,0.00971614442792281,0.10543769598007202,0.3479497338264688,21949012.692153968
waterslide,197.48925208404688,0.06650243759155273,0.0074396200436076705,0.06452852487564087,0.39630786072968643,23410667.951456103
whale,225.99073132236038,0.14920774221420288,0.012680853006924004,0.19854259490966797,0.2557849800879427,32033147.26374822
wheel,131.0658376451037,0.032428181171417235,0.006167356315534588,0.03923201560974121,0.3129571952321096,20411640.781043503
windmill,153.7607210327065,0.06154866218566894,0.00506020877333155,0.08164030313491821,0.2886027593962558,20264602.83457319
wine_bottle,116.21826741005657,0.023985579013824462,0.004737208135002397,0.03143244981765747,0.19327275493079496,24401098.744884405
wine_glass,144.57812815338883,0.07543607234954834,0.010615390026009582,0.1359168291091919,0.1843781610704246,31221726.52791454
wristwatch,74.5553474109068,0.018555150032043458,0.004259345947954335,0.03246504068374634,0.1923473412024348,12077622.12865843
yoga,232.2858004933748,0.1029975414276123,0.008138243740623571,0.11222243309020996,0.2945729711850382,44071460.06472068
zebra,152.85207910665343,0.12445408344268799,0.01664050459614128,0.2658618092536926,0.2434659371893709,16601018.347798297
zigzag,118.40250686634741,0.0065696191787719726,0.0025827480613770273,0.004720449447631836,0.19776138388274864,24503572.724515475
MEAN,214.41800536870394,0.10898929401065992,0.011336880284311549,0.13242148877917856,0.35827726446382957,30135784.98844192
